ID,Construction_ID,Parameter_ID,Code_ID,Value
colu1241-suffix-m--syncretismpattern,colu1241-suffix-m-,syncretismpattern,oppositional-passreflantp,PASS/REFL/ANTP
colu1241-suffix-m--voicefunctions,colu1241-suffix-m-,voicefunctions,number_opp_functions-3,3
colu1241-suffix-m--diachronicsourcetype,colu1241-suffix-m-,diachronicsourcetype,source-refl,reflexive
daai1236-prefixng--synthesis,daai1236-prefixng-,synthesis,n-synth,synthetic
daai1236-prefixng--strategy,daai1236-prefixng-,strategy,type2-prefix,prefix
daai1236-prefixng--passive,daai1236-prefixng-,passive,passive-mid,middle marker
daai1236-prefixng--anticausative,daai1236-prefixng-,anticausative,anticausative-no,no
daai1236-prefixng--reflexive,daai1236-prefixng-,reflexive,reflexive-compt,construction in competition
daai1236-prefixng--reciprocal,daai1236-prefixng-,reciprocal,reciprocal-mid,middle marker
daai1236-prefixng--antipassive,daai1236-prefixng-,antipassive,antipassive-no,no
daai1236-prefixng--self-benefactive,daai1236-prefixng-,self-benefactive,selfbenefactive-no,no
daai1236-prefixng--impersonal,daai1236-prefixng-,impersonal,impersonal-no,no
daai1236-prefixng--facilitative,daai1236-prefixng-,facilitative,facilitative-no,no
daai1236-prefixng--otheroppositionalfunctions,daai1236-prefixng-,otheroppositionalfunctions,other_opp_class-aspect,aspect
daai1236-prefixng--syncretismpattern,daai1236-prefixng-,syncretismpattern,oppositional-passreflrecp,PASS/REFL/RECP
daai1236-prefixng--voicefunctions,daai1236-prefixng-,voicefunctions,number_opp_functions-3,3
daai1236-prefixng--diachronicsourcetype,daai1236-prefixng-,diachronicsourcetype,source-norefl,non-reflexive voice marker
daai1236-prefixng--nonreflexivesourcetype,daai1236-prefixng-,nonreflexivesourcetype,source_2-nomverb,nominalizers/verbalizers 
daas1238-suffix-s--synthesis,daas1238-suffix-s-,synthesis,n-synth,synthetic
daas1238-suffix-s--strategy,daas1238-suffix-s-,strategy,type2-suffix,suffix
daas1238-suffix-s--passive,daas1238-suffix-s-,passive,passive-no,no
daas1238-suffix-s--anticausative,daas1238-suffix-s-,anticausative,anticausative-mid,middle marker
daas1238-suffix-s--reflexive,daas1238-suffix-s-,reflexive,reflexive-compl,construction in complementary distribution
daas1238-suffix-s--reciprocal,daas1238-suffix-s-,reciprocal,reciprocal-mid,middle marker
daas1238-suffix-s--antipassive,daas1238-suffix-s-,antipassive,antipassive-no,no
daas1238-suffix-s--self-benefactive,daas1238-suffix-s-,self-benefactive,selfbenefactive-mid,middle marker
daas1238-suffix-s--impersonal,daas1238-suffix-s-,impersonal,impersonal-no,no
daas1238-suffix-s--facilitative,daas1238-suffix-s-,facilitative,facilitative-no,no
daas1238-suffix-s--syncretismpattern,daas1238-suffix-s-,syncretismpattern,oppositional-antcselfrecp,ANTC/SELF/RECP
daas1238-suffix-s--voicefunctions,daas1238-suffix-s-,voicefunctions,number_opp_functions-3,3
daas1238-suffix-s--diachronicsourcetype,daas1238-suffix-s-,diachronicsourcetype,source-refl,reflexive
daga1275-intensivesuffixes-synthesis,daga1275-intensivesuffixes,synthesis,n-synth,synthetic
daga1275-intensivesuffixes-strategy,daga1275-intensivesuffixes,strategy,type2-personindex,person index
daga1275-intensivesuffixes-passive,daga1275-intensivesuffixes,passive,passive-no,no
daga1275-intensivesuffixes-anticausative,daga1275-intensivesuffixes,anticausative,anticausative-no,no
daga1275-intensivesuffixes-reflexive,daga1275-intensivesuffixes,reflexive,reflexive-compt,construction in competition
daga1275-intensivesuffixes-reciprocal,daga1275-intensivesuffixes,reciprocal,reciprocal-mid,middle marker
daga1275-intensivesuffixes-antipassive,daga1275-intensivesuffixes,antipassive,antipassive-no,no
daga1275-intensivesuffixes-self-benefactive,daga1275-intensivesuffixes,self-benefactive,selfbenefactive-mid,middle marker
daga1275-intensivesuffixes-impersonal,daga1275-intensivesuffixes,impersonal,impersonal-no,no
daga1275-intensivesuffixes-facilitative,daga1275-intensivesuffixes,facilitative,facilitative-no,no
daga1275-intensivesuffixes-syncretismpattern,daga1275-intensivesuffixes,syncretismpattern,oppositional-reflselfrecp,REFL/SELF/RECP
daga1275-intensivesuffixes-voicefunctions,daga1275-intensivesuffixes,voicefunctions,number_opp_functions-3,3
daga1275-intensivesuffixes-diachronicsourcetype,daga1275-intensivesuffixes,diachronicsourcetype,source-refl,reflexive
dulo1243-suffix--synthesis,dulo1243-suffix-,synthesis,n-synth,synthetic
dulo1243-suffix--strategy,dulo1243-suffix-,strategy,type2-suffix,suffix
dulo1243-suffix--passive,dulo1243-suffix-,passive,passive-mid,middle marker
dulo1243-suffix--anticausative,dulo1243-suffix-,anticausative,anticausative-compl,construction in complementary distribution
dulo1243-suffix--reflexive,dulo1243-suffix-,reflexive,reflexive-mid,middle marker
dulo1243-suffix--reciprocal,dulo1243-suffix-,reciprocal,reciprocal-compl,construction in complementary distribution
dulo1243-suffix--antipassive,dulo1243-suffix-,antipassive,antipassive-no,no
dulo1243-suffix--self-benefactive,dulo1243-suffix-,self-benefactive,selfbenefactive-mid,middle marker
dulo1243-suffix--impersonal,dulo1243-suffix-,impersonal,impersonal-no,no
dulo1243-suffix--facilitative,dulo1243-suffix-,facilitative,facilitative-no,no
dulo1243-suffix--otheroppositionalfunctions,dulo1243-suffix-,otheroppositionalfunctions,other_opp_class-aspect,aspect
dulo1243-suffix--syncretismpattern,dulo1243-suffix-,syncretismpattern,oppositional-passreflself,PASS/REFL/SELF
dulo1243-suffix--voicefunctions,dulo1243-suffix-,voicefunctions,number_opp_functions-3,3
dulo1243-suffix--diachronicsourcetype,dulo1243-suffix-,diachronicsourcetype,source-norefl,non-reflexive voice marker
dulo1243-suffix--nonreflexivesourcetype,dulo1243-suffix-,nonreflexivesourcetype,source_2-nomverb,nominalizers/verbalizers 
eton1256-suffix-ba--synthesis,eton1256-suffix-ba-,synthesis,n-synth,synthetic
eton1256-suffix-ba--strategy,eton1256-suffix-ba-,strategy,type2-suffix,suffix
eton1256-suffix-ba--passive,eton1256-suffix-ba-,passive,passive-no,no
eton1256-suffix-ba--anticausative,eton1256-suffix-ba-,anticausative,anticausative-compt,construction in competition
eton1256-suffix-ba--reflexive,eton1256-suffix-ba-,reflexive,reflexive-compl,construction in complementary distribution
eton1256-suffix-ba--reciprocal,eton1256-suffix-ba-,reciprocal,reciprocal-compl,construction in complementary distribution
eton1256-suffix-ba--antipassive,eton1256-suffix-ba-,antipassive,antipassive-no,no
eton1256-suffix-ba--self-benefactive,eton1256-suffix-ba-,self-benefactive,selfbenefactive-no,no
eton1256-suffix-ba--impersonal,eton1256-suffix-ba-,impersonal,impersonal-no,no
eton1256-suffix-ba--facilitative,eton1256-suffix-ba-,facilitative,facilitative-no,no
eton1256-suffix-ba--otheroppositionalfunctions,eton1256-suffix-ba-,otheroppositionalfunctions,other_opp_class-aspect,aspect
eton1256-suffix-ba--syncretismpattern,eton1256-suffix-ba-,syncretismpattern,oppositional-antc,ANTC
